id,question,answerText,top1
a1ddfb01,Which original member of the Rolling Stones died?,Charlie Watts,Brian Jones
0f64865e,Which member of Bruce Springsteen's E Street Band died from a stroke?,Clarence Clemons,Clarence Clemons
dd7133e8,Which album by The Goo Goo Dolls came out in 1998?,Dizzy Up The Girl,Dizzy Up the Girl
c135e500,Which album by The Goo Goo Dolls came out in 2002?,Gutterflower,Gutterflower
6e28a000,Which album by The Goo Goo Dolls came out in 1995?,A Boy Named Goo,A Boy Named Goo
8c4cb33c,Which album by The Goo Goo Dolls came out in 2006?,Let Love In,Let Love In
b04eaa2f,Which album by U2 came out in 1991?,Achtung Baby,Achtung Baby
a0da7591,Which album by Tupac came out in 1991?,2Pacalypse Now,2Pacalypse Now
c3125b53,Which album by Tupac came out in 1995?,Me Against the World,Me Against the World
1531e431,Which album by Tupac came out in 1996?,All Eyez on Me,"""All Eyez on Me"""
4f6b36b7,Which album by Tupac came out in 1997?,R U Still Down?,The Don Killuminati: The 7 Day Theory
5774591a,Which album by Tupac came out in 1993?,Strictly 4 My N.I.G.G.A.Z.,"""Strictly 4 My N.I.G.G.A.Z..."""
b9ed0a05,Which Bring Me The Horizon album came out in 2006?,Count Your Blessings,Count Your Blessings
1d660c3c,Which Bring Me The Horizon album came out in 2008?,Suicide Season,Suicide Season
9358fd9f,Which Bring Me The Horizon album came out in 2013?,Sempiternal,Sempiternal
8ca24a4b,Which Bring Me The Horizon album came out in 2019?,Amo,"""amo"""
75de1066,Who is a member of the band Tool and also of A Perfect Circle?,Maynard James Keenan,Maynard James Keenan
56a09dcf,Which album by Tool came out in 2019?,Fear Innoculum,Fear Inoculum
6131f1c2,Which album by Tool came out in 1993?,Undertow,Undertow
e6cab91e,Who was a member of both Nirvana and Foo Fighters?,David Grohl,Dave Grohl
eb5b9c72,Who is a member of Blackpink who was born in Thailand?,Lisa,Lisa
26096118,Who starred in Hannah Montana and was married to Liam Hemsworth?,Miley Cyrus,Miley Cyrus
001999b6,Which song by Billie Eilish has the most views on YouTube?,Lovely,"""Bad Guy"""
90844087,Which was the last album made by the band The Beatles?,Let It Be,Let It Be
0cec3cbf,What is the name of the first single by the artist Taylor Swift?,Tim McGraw,Tim McGraw
f76aee21,Which artist was a member of The Beatles and Wings?,Paul McCartney,Paul McCartney
fde82f8b,"Which singer from R.E.M. was born in Decatur, GA?",Michael Stipe,Michael Stipe
f98eec31,Who was the bass player for Metallica who died in a bus crash?,Cliff Burton,Cliff Burton
121a0834,Who wrote the song Karma Police and has a lazy eye?,Thom Yorke,Thom Yorke
d9974673,Who was the leader of KISS who starred in several reality shows?,Gene Simmons,Gene Simmons
9dd47d95,Who produced the song Happy Christmas (War is Over) and murdered people?,Phil Spector,John Lennon
e1b8794a,Which album by Eminem came out in 1999?,The Slim Shady LP,"""The Slim Shady LP"""
12826e15,Which album by Eminem came out in 2000?,The Marshall Mathers LP,"""The Marshall Mathers LP"""
76dd5586,Which album by Eminem came out in 2002?,The Eminem Show,The Eminem Show
9435a63f,Which album by Eminem came out in 2004?,Encore,Encore
fca1036a,Which album by Eminem came out in 2009?,Relapse,Relapse
1d30dd5d,Who acted in the movie ATL and is part of the group Hustle Gang?,TI,T.I.
34be4c58,Which member of Ninja Sex Party is also one of the Game Grumps and Starbomb?,Dan Avidan,Danny Sexbang
5a6c7acd,Which member of Fozzy is also a professional wrestler?,Chris Jericho,Chris Jericho
937bf178,Which member of the Jackson 5 had an affair with Paula Abdul?,Jackie Jackson,Jermaine Jackson
b741e1be,"Which member of the Highwaymen performed ""America the Beautiful"" at WrestleMania VII?",Willie Nelson,Willie Nelson
5f0337b2,"Which artist won the Grammy for Best New Artist 2021 and was born in San Antonio, Texas?",Megan Thee Stallion,Megan Thee Stallion
8f516b49,Which member of BTS raps and speaks English fluently?,RM (formerly Rap Monster),RM
cd927e2c,Which musician starred in Goldmember and was a member of Destiny's Child?,Beyonce,Beyoncé
54eaf371,Which rapper with the stage name Marky Mark also starred in Joe Bell?,Mark Wahlberg,Mark Wahlberg
c8035807,Which musician starred in movies such as Hustlers and Selena?,Jennifer Lopez,Jennifer Lopez
441d592e,Which member of *NSYNC also came out as gay in 2006?,Lance Bass,Lance Bass
6ebda98e,Which Jonas brother starred in the TV series Kingdom?,Nick Jonas,Nick Jonas
42f4e9da,Which NSYNC member dated Britney Spears?,Justin Timberlake,Justin Timberlake
28e9a971,Which Jonas brother dated Taylor Swift?,Joe Jonas,Joe Jonas
49ecc7bc,Which member of The Beatles was born in 1943?,George Harrison,John Lennon
868c012e,Which Taylor Swift album came out in 2014?,1989,1989
e54053ff,Which album by David Bowie came out in 2016?,Blackstar,Blackstar
c6e657b5,Which album by David Bowie came out in 2013?,The Next Day,The Next Day
ff30a526,Which album by David Bowie came out in 2003?,Reality,Reality
ab372084,Which album by David Bowie came out in 2002?,Heathen,Heathen
4c6f5616,Which album by David Bowie came out in 1999?,Heathen,"""Hours..."""
7c734bb6,Who is the singer in G-Idle who was born in China?,Yuqi,Yuqi
1c0d586c,Who is the singer in G-Idle who was born in Taiwan?,Shuhua,Yuqi
ffd5a12d,Which former member of Fifth Harmony is currently dating Shawn Mendes?,Camila Cabello,Camila Cabello
249e574c,"Which singer from Franklin, Tennessee, has also taken the stage name Hannah Montana?",Miley Cyrus,Miley Cyrus
bda68f6b,"Which singer was born in Saint Michael, Barbados and dated Chris Brown?",Rihanna,Rihanna
a8c318fc,"Which singer was born in Tappahannock, Virginia and was accused of assaulting Rihanna?",Chris Brown,Chris Brown
cf4b3f8d,Which album by Bruno Mars came out in 2010?,Doo-Wops & Hooligans,Doo-Wops & Hooligans
46a5a8cd,Which album by Bruno Mars came out in 2016?,24K Magic,24K Magic
4a6801fe,Which album by The Beatles came out in 1966?,Revolver,Revolver
d7e577e9,Which album by The Beatles came out in 1970?,Let It Be,Let It Be
5adf921c,Which album by The Beatles came out in 1988?,Past Masters,The Beatles
640d8184,Where is the band known for the rock song Stairway to Heaven from?,"London, United Kingdom",Led Zeppelin
bc54f7a5,What city is the lead singer of the Verve from?,"Wigan, United Kingdom",Richard Ashcroft
9ca2467b,Who is the original singer of Born to Run currently married to?,Patti Scialfa,Patti Scialfa
e8fda26f,What country was the lead vocalist of Queen born in?,Tanzania,Freddie Mercury
947e7074,What city was the original singer of Purple Haze born in?,Seattle,Seattle
adcfaec4,Who is the drummer from The Beatles married to?,Barbara Bach,Ringo Starr
7ed28874,Where was the lead singer from the Rolling Stones born?,"Dartford, United Kingdom",Mick Jagger
b9354cf6,"Which city did the band that wrote ""Shiny Happy People"" come from?","Athens, GA",Athens
0d59160b,The vocalist for Nirvana was born in what city?,"Aberdeen, WA",Kurt Cobain
f31def6d,Where was the drummer from R.E.M. born?,"Duluth, Minnesota","Athens, Georgia"
790659b8,"What did the member of the Rolling Stones who died August 24, 2021 play as an instrument?",Drums,Charlie Watts
d843c92a,"On what type of vehicle was the singer of the song ""Peggy Sue"" killed?",Plane,Motorcycle
2e52344e,What type of keyboard did the keyboardist of The Doors use?,Vox Continental combo organ,Ray Manzarek
e6121995,Who is the romantic partner of the first person to leave the One Direction band?,Gigi Hadid,Perrie Edwards
609a12f1,"Where did singer of ""Lucky"" grow up?","Kentwood, Louisiana",Britney Spears
ec4f0aa9,"Where did the singer of ""Toxic"" earn her high school degree from?",University of Nebraska High School,Kentwood High School
9b077c8e,"What is the name of the sister of the singer for ""I'm a Slave 4 U""?",Jamie Lynn Spears,Jamie Lynn Spears
6be3c090,"Who was the first husband of the singer who sang ""Stronger""?",Jason Alexander,Damon Thomas
b045d266,"Where did the singer of ""Burning Love"" go to high school?",Humes High School,Elvis Presley
4fb93d93,What gender is the artist that did The Crossing in 2000?,male,Lynn Hershman Leeson
fa57903d,The album from 1980 called Tritonis was done by whom?,Dave Brubeck,Isao Tomita
d67dfb2b,Who was the lead singer of Nirvana married to?,Courtney Love,Courtney Love
255fc250,Which band did the lead singer of Like a Stone join after Soundgarden?,Audioslave,Audioslave
ba39f121,Which band won the Best Music Video Award in 2009?,Weezer,Beyoncé
9b2dc17f,Where was the lead singer of the Rolling Stones born?,"Dartford, United Kingdom",Mick Jagger
55596001,What instrument does the lead singer of the Eagles play?,Drums,Don Henley
724db5c0,Where was the singer of Back in Black born?,"Dunston, County Durham, England",Bon Scott
d4f5ad3a,Who is the oldest member of Metallica married to?,Francesca Hetfield,Lars Ulrich
c711d077,Which school did the singer of Shine Bright like a Diamond attend?,Combermere School,Rihanna
cf120515,Who is the wife of the richest rapper in the world?,Beyonce Knowles,Beyoncé
ec31bff5,"Where did the ""Before he Cheats"" singer go to college?",Northeastern State University,Belmont University
73dd5453,"What rapper of ""All Falls Down"" is married to Kim Kardashian?",Kanye West,Kanye West
ede6266a,Where was the lead singer of Pearl Jam born?,"Evanston, IL",Eddie Vedder
18b40293,Which actress is the lead singer of Aerosmith the father of?,Liv Tyler,Liv Tyler
0d9dab2d,Who is the lead singer of 98 Degrees married to?,Vanessa Minnillo,Vanessa Lachey
5a9fa003,Who did the drummer of Motley Crue marry in 1995?,Pamela Anderson,Pamela Anderson
b5237e97,"Where was the singer of ""Levitating"" born?","London, United Kingdom",Dua Lipa
11dfec2b,Where was the oldest member of The Rolling Stones born?,"Lewisham, London, England","Dartford, England"
7897a1b6,When was Beyoncé's last album released?,Everything is love was released in 2018.,Beyoncé
d53e6408,What was the first album released in 2020?,Now or Never,"""Manic"" by Halsey"
77669454,Which was the first record label Elvis Presley signed with?,Sun Records,Sun Records
d5af1e12,What is the first song on Led Zeppelin's first LP?,Good Times Bad Times,Good Times Bad Times
4e259929,Where was The Beatles' first US performance?,The Washington Coliseum,The Ed Sullivan Show
b11ffa48,What was the last album Duane Allman recorded on?,Eat a Peach,Layla and Other Assorted Love Songs
126cd586,What is R.E.M.'s first album called?,Murmur,Murmur
804d5a00,What is Princes first album called?,For You,For You
5d7e2962,What is No Doubt's first album called?,No Doubt,No Doubt
4ba3dcd9,What was the second Led Zepplin album called?,Led Zeppelin II,Led Zeppelin II
02469fb2,What was Ozzy Osbourne's second Grammy for?,Best Metal Performance,I Don't Wanna Stop
69024acd,When was Drake's third studio album released?,Nothing Was the Same,Nothing Was the Same
acff7c3f,When was Drake's fourth studio album released?,Views,Drake
9f951d78,What was the sixth album released by Taylor Swift?,Reputation,Reputation
fa0a3769,What is the second song on Puff Daddy's album No Way Out?,Victory,"""Victory"""
5bfc1836,What is the last album to be released by Eminem?,Music to Be Murdered By,Music to Be Murdered By: Side B
bb71864a,What was the second Spice Girls' album called?,Spiceworld,Spiceworld
d069257b,Who is the fourth richest musician in the world?,P-Diddy,Kanye West
18207b2d,Who is the fifth musician to win Album of the Year at the Grammys?,Vaughn Meader,Adele
189a5466,What was Michael Jackson's last album of the 1970s?,Off the Wall,Off the Wall
724f2f72,Who was the first rap artist?,Coke La Rock,DJ Kool Herc
2a47bbc7,What was Macklemore's most recent album?,Gemini,"""Shark Face Gang"""
39f8fb0f,What was Hank Williams second studio album called?,Moanin' the Blues,"""Moanin' the Blues"""
282ca4f0,What is T.Rex's second album?,"Prophets, Seers & Sages, the Angels of the Ages",Electric Warrior
40dc7196,What is John Lennon's first solo album titled?,John Lennon/Plastic Ono Band,"""John Lennon/Plastic Ono Band"""
6a801900,What is the first band Paul McCartney formed after leaving The Beatles?,Wings,Wings
da3ad814,What is the first number one single T.Rex had?,Ride a White Swan,"""Hot Love"""
9a956306,What was the last Led Zepplin studio album?,In Through the Out Door,In Through the Out Door
c17fd715,What was AC/DC's last album called?,Power Up,Power Up
d350ea9c,What was Beyoncé's second album called?,B'Day,B'Day
65dcc89b,What is the first Lana Del Rey album called?,Lana Del Ray,Born to Die
e186455c,What is the second Lana Del Rey album called?,Born to Die,Ultraviolence
38c7bf54,What is the third Lana Del Rey album called?,Ultraviolence,Ultraviolence
2b9018fd,What is the fourth Lana Del Rey album called?,Honeymoon,Chemtrails Over the Country Club
663e0047,What is the fifth Lana Del Rey album called?,Lust for Life,Chemtrails Over the Country Club
e0247717,Who has been the last woman to win a Grammy to date?,Taylor Swift,Billie Eilish
3ac4aa22,What was the third album Modern Talking released?,Ready for Romance,Ready for Romance
2464dd95,What is the name of the first U2 album?,Boy,Boy
2d3d4704,What is the third Led Zeppelin album called?,Led Zeppelin III,Led Zeppelin III
821edc8e,What is the name of Metric's fifth studio album?,Synthetica,Synthetica
adb3f0d3,What is the name of Madonna's third studio album?,True Blue,True Blue
02f3689b,What is Alicia Key's 5th album called?,Girl on Fire,Girl on Fire
13088bdb,What was Nirvana's first album called?,Bleach,Bleach
96706be5,What was R.E.M.'s first album called?,Murmur,Murmur
1111a095,What was R.E.M.'s last studio album called?,Collapse into Now,R.E.M.
2ebb93e7,What was Sublime's first album called?,4 Oz. to Freedom,40oz. to Freedom
7af26785,What is the second Britney Spears album called?,Oops!...I Did It Again,Oops!... I Did It Again
1d537b67,What was Backstreet Boys second single called?,As Long As You Love Me,Quit Playing Games (With My Heart)
27ced24a,When was Weezer's third album released?,Green Album?,Pinkerton
0a187e4a,What is the name of the first Beatles' album?,Please Please Me,Please Please Me
665ed8f4,What was the name of the first Cher album?,All I Really Want to Do,Cher
46d4a33a,What was the name of the first Johnny Cash album?,Johnny Cash with His Hot & Blue Guitar,With His Hot and Blue Guitar
95c54266,What is the name of the first Tupac album?,2Pacalypse Now,2Pac
576ca047,What is the name of the first Outcast album?,Southernplayalisticadillacmuzik,Outcast
8f5ef299,What is the third Dixie Chicks' album called?,Shouldn't a Told You That,Home
fa4be111,What is the second Pearl Jam album called?,Vs.,Vs.
ede2f812,What is the last Nirvana album called?,In Utero,"""In Utero"""
64f0c72c,What is the first British Rolling Stones' studio album called?,The Rolling Stones,The Rolling Stones
080beeb3,What is the second British Rolling Stones' studio album called?,The Rolling Stones No. 2,"""Let It Bleed"""
e763972e,What is the third British Rolling Stones' studio album called?,Out of Our Heads,Out of Our Heads
9f7c5dd9,What was the Foo Fighters' first album called?,Foo Fighters,Foo Fighters
8417724f,Who was the first drummer of The Beatles?,Pete Best,Pete Best
