id,question,answerText,top1,top2,top3,top4,top5
d086d757,Which Harry Potter film is the longest?,Harry Potter and the Chamber of Secrets,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows – Part 1
702012a9,Which actor played James Bond the longest?,Actor Roger Moore,Roger Moore,Sean Connery,Daniel Craig,Pierce Brosnan,Timothy Dalton
3dcd7468,Which Spider-Man movie made the most money?,Spider-Man: Far From Home,Spider-Man: No Way Home,Spider-Man: Far From Home,Spider-Man 3,The Amazing Spider-Man 2,Spider-Man: Homecoming
346e4c6f,Which Superman movie made the most money?,Batman v Superman: Dawn of Justice,Superman (1978),Man of Steel (2013),Batman v Superman: Dawn of Justice (2016),Superman Returns (2006),Justice League (2017)
3f073961,Which Indiana Jones movie made the most money?,Raiders of the Lost Ark,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Last Crusade,Raiders of the Lost Ark,Indiana Jones and the Temple of Doom,Indiana Jones 5
dfbb382b,What is the longest movie franchise ever?,Godzilla,Marvel Cinematic Universe,James Bond,Godzilla,Star Wars,Pokémon
9c9b40ee,What is the highest-grossing movie in the world?,Avatar,Avatar,Avengers: Endgame,Titanic,Star Wars: The Force Awakens,Avengers: Infinity War
6a305bf4,What is the longest Hollywood movie ever?,Hamlet,Cleopatra,Gone with the Wind,Lawrence of Arabia,The Ten Commandments,Once Upon a Time in America
e13cf054,Which Hunger Games movie is the longest?,The Hunger Games: Catching Fire,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Catching Fire,The Hunger Games: Mockingjay - Part 1,The Hunger Games,The Hunger Games: Mockingjay
745e9aea,Which Squid Game episode has the longest time length?,Episode 2,Episode 6,Episode 9,Episode 5,Episode 7,Episode 8
935366d9,Which actress has won the most Oscar awards?,Katharine Hepburn,Meryl Streep,Katharine Hepburn,Ingrid Bergman,Frances McDormand,Cate Blanchett
bf9ec32a,Who is the most Oscar nominated actor?,Meryl Streep,Meryl Streep,Jack Nicholson,Katharine Hepburn,Daniel Day-Lewis,Spencer Tracy
01dff15d,Who is the youngest woman to win Best Actress?,"Keisha Castle-Hughes,",Jennifer Lawrence,Marlee Matlin,Anna Paquin,Tatum O'Neal,Shirley Temple
9084a064,Who is the oldest male to win Best Actor?,Anthony Hopkins,Henry Fonda,Anthony Hopkins,Christopher Plummer,Jack Nicholson,Clint Eastwood
c37f9f56,Which movie has the most dialogue?,Casino,My Dinner with Andre,The Man from Earth,12 Angry Men,Before Sunrise,Clerks
3d62451a,Which movie uses the most swear words?,The Wolf of Wall Street,The Wolf of Wall Street,Scarface,Goodfellas,Casino,Pulp Fiction
0d5d8cab,Which Pirates of the Caribbean movie made the least money?,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Man's Chest
6746a8ec,Which Pirates of the Caribbean movie had the largest budget?,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Dead Man's Chest
98b29d28,Which Pirates of the Caribbean movie has the longest run time?,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Salazar's Revenge
65da9ccd,Which James Bond movie was the highest grossing at the box office?,Skyfall,Skyfall,Spectre,Casino Royale,Goldeneye,No Time to Die
81d3826f,Which Harry Potter film is the shortest?,Harry Potter and the Deathly Hallows Part 2,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Goblet of Fire,Harry Potter and the Chamber of Secrets
fc691fa1,What is the longest cinematic movie ever made?,Amra Ekta Cinema Banabo (The Innocence),Ambiancé,Logistics,Modern Times Forever,The Cure for Insomnia,Evolution of a Filipino Family
86cacb10,Who is the oldest Oscar winner?,Anthony Hopkins,Christopher Plummer,Jessica Tandy,George Burns,Ennio Morricone,James Ivory
72d8d7c7,Which Batman movie made the most money?,The Dark Knight Rises,The Dark Knight,The Dark Knight Rises,Batman v Superman: Dawn of Justice,Batman (1989),The Lego Batman Movie
a9f9a3ce,Which Spider-Man film made the most money?,Sipder-Man: Far From Home,Spider-Man: No Way Home,Spider-Man: Far From Home,Spider-Man 3,The Amazing Spider-Man,Spider-Man: Homecoming
68663d7b,Which Star Trek movie made the most money?,Star Trek (2009),Star Trek (2009),Star Trek Into Darkness (2013),Star Trek Beyond (2016),Star Trek: The Motion Picture (1979),Star Trek II: The Wrath of Khan (1982)
9e760ae3,Who was the youngest to win an Oscar for Best Actress?,Marlee Matlin,Marlee Matlin,Tatum O'Neal,Anna Paquin,Jennifer Lawrence,Emma Stone
9dae698c,Who was the oldest to win an Oscar for Best Director?,Clint Eastwood,Clint Eastwood,Martin Scorsese,John Huston,Woody Allen,James Ivory
f7b101a0,Which movie won the most Oscars without winning Best Picture?,Cabaret,"""La La Land""","""The Color Purple""","""Cabaret""","""Mary Poppins""","""Gangs of New York"""
a225f9ee,Which science fiction movie had the highest box office earnings of all time?,Avatar,Avatar,Avengers: Endgame,Star Wars: The Force Awakens,Jurassic World,Avengers: Infinity War
df98c5f3,Which 2011 comedy movie had the highest worldwide box office earnings?,The Hangover Part II,The Hangover Part II,Bridesmaids,Horrible Bosses,"Crazy, Stupid, Love.",21 Jump Street
abba7d67,What was the most costly movie of 2011?,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,Harry Potter and the Deathly Hallows – Part 2,Transformers: Dark of the Moon,Cars 2,Green Lantern
5b4a3b15,Which Lord of the Rings film made the most money?,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Middle-earth,Gollum
87a5f306,Which Harry Potter film made the most money?,Harry Potter and the Deathly Hallows - Part 2,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Philosopher's Stone,Harry Potter and the Deathly Hallows – Part 1,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince
7ba320ef,Which Harry Potter movie has the longest runtime?,Harry Potter and the Chamber of Secrets,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows – Part 1
5e139a34,Which Twilight movie has the longest runtime?,The Twilight Saga: New Moon,Breaking Dawn - Part 2,Breaking Dawn - Part 1,Eclipse,New Moon,Twilight
99703272,Which Twilight movie made the most money?,The Twilight Saga: Breaking Dawn Part 2,Twilight,New Moon,Eclipse,Breaking Dawn Part 1,Breaking Dawn Part 2
89b66e02,What Star Wars movie is the longest?,The Last Jedi,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode I - The Phantom Menace
483627c7,What Star Wars movie is the shortest?,A New Hope,The Empire Strikes Back,Return of the Jedi,Attack of the Clones,Revenge of the Sith,The Force Awakens
46a4d235,What Harry Potter movie made the most money?,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Sorcerer's Stone,Harry Potter and the Half-Blood Prince,Harry Potter and the Order of the Phoenix,Harry Potter and the Goblet of Fire
6fa39565,What was the longest Harry Potter movie?,Harry Potter and The Chamber Of Secrets,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows – Part 1
fb4f01b0,Which Transformers movie is the longest?,Transformers: Age of Extinction,Transformers: Age of Extinction,Transformers: The Last Knight,Transformers: Dark of the Moon,Transformers: Revenge of the Fallen,Transformers (2007)
46a96e0b,Which Lord of the Rings movie is the shortest?,The Fellowship of the Ring,The Fellowship of the Ring,The Two Towers,The Return of the King,An Unexpected Journey,The Desolation of Smaug
d4a498d7,Which Harry Potter movie is the longest?,Harry Potter and the Chamber of Secrets,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows – Part 1
e66f4db5,Which Harry Potter movie is shortest?,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban
4e23d73b,Which Lord of the Rings movie cost the least money to make?,The Fellowship Of The Ring,The Fellowship of the Ring,The Two Towers,The Return of the King,The Hobbit: An Unexpected Journey,The Hobbit: The Desolation of Smaug
0a3cd351,Which Quentin Tarantino movie is the shortest?,Reservoir Dogs,Reservoir Dogs,Death Proof,Jackie Brown,Once Upon a Time in Hollywood,The Hateful Eight
78886b0a,Which The Sandlot movie made the most money?,The Sandlot,The Sandlot (1993),The Sandlot 2 (2005),The Sandlot: Heading Home (2007),The Sandlot: The Legend Continues (2018),There are only four movies in The Sandlot series
21bb51ab,Who is the youngest person to win an Oscar for Best Director?,Damien Chazelle,Damien Chazelle,Norman Taurog,Sam Mendes,Delbert Mann,Orson Welles
4602efcb,Who is the youngest person to win an Oscar for Best Actress?,Marlee Matlin,Tatum O'Neal,Anna Paquin,Marlee Matlin,Jennifer Lawrence,Emma Stone
26ec3550,Which Pirates of the Caribbean film made the most money?,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Salazar's Revenge
2267b539,Which Hunger Games movie made the most money?,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Catching Fire,The Hunger Games,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Catching Fire
924474cb,Which Avengers movie made the most money?,Avengers Endgame,Avengers: Endgame,Avengers: Infinity War,The Avengers,Avengers: Age of Ultron,Avengers: Age of Thanos
11917d3b,Which actor has the most Academy Awards?,Katharine Hepburn,Katharine Hepburn,Meryl Streep,Daniel Day-Lewis,Jack Nicholson,Ingrid Bergman
3658a9af,Which actor has acted in the most movies?,Eric Roberts,Samuel L. Jackson,Robert De Niro,Christopher Lee,John Wayne,Michael Caine
930a6a5a,Which movie has the highest production cost of all time?,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,Avengers: Endgame,Justice League,Titanic,Avatar
4b630abc,Who was the oldest Academy Award winner for Best Actor?,Anthony Hopkins,Henry Fonda,Christopher Plummer,George Burns,Jessica Tandy,James Coburn
fc9e9d25,Who was the youngest Academy Award nominee?,Justin Henry,Justin Henry,Quvenzhané Wallis,Jackie Cooper,Mary Badham,Tatum O'Neal
554d7871,Which actress has the most Academy Award nominations?,Meryl Streep,Meryl Streep,Katharine Hepburn,Jack Nicholson,Bette Davis,Laurence Olivier
0c5f2e78,Which Godfather movie is the longest?,The Godfather Part II,The Godfather Part II,The Godfather Part III,The Godfather ,None of them are the longest ,All three movies have similar lengths
b2d76026,Which James Cameron movie is the highest grossing at the worldwide box office?,Avatar,Avatar,Titanic,Avengers: Endgame,The Lion King (2019),Jurassic World
70f78727,Who is the oldest living person to have won an Academy Award for Best Supporting Actress?,Eva Marie Saint,Cloris Leachman,Eva Marie Saint,Estelle Parsons,Eileen Heckart,Peggy Ashcroft
4678618a,What is the longest American movie?,Cleopatra,Gone with the Wind,The Godfather Part II,Lawrence of Arabia,Once Upon a Time in America,Heaven's Gate
d98434ab,What was the highest-grossing Star Wars movie at the worldwide box office?,The Force Awakens,Star Wars: The Force Awakens,Star Wars: The Last Jedi,Star Wars: The Rise of Skywalker,Star Wars: A New Hope,Star Wars: Rogue One
be293282,What is the highest-grossing movie of all time in America?,Avengers: Endgame,Avengers: Endgame,Star Wars: The Force Awakens,Avatar,Black Panther,Avengers: Infinity War
0878c86f,Which of the Transformers movies is the longest?,Transformers : Age of Extinction,Transformers: Age of Extinction,Transformers: The Last Knight,Transformers: Dark of the Moon,Transformers: Revenge of the Fallen,Transformers
7d8a94d2,Which of the Pirates of the Caribbean movies is the longest?,Pirates of the Caribbean : At World's End,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Salazar's Revenge
a2f2b67c,Which of the Jurassic Park movies is the longest?,Jurassic Park : The Lost World,Jurassic Park III,Jurassic World: Fallen Kingdom,Jurassic Park,The Lost World: Jurassic Park,Jurassic World
9bee6261,Which Hobbit movie is the longest?,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,The Hobbit: The Desolation of Smaug,The Hobbit: The Battle of the Five Armies,,
9fa8a79b,What is the most expensive movie made by Christopher Nolan?,The Dark Knight Rises,Tenet,Inception,The Dark Knight Rises,Interstellar,Dunkirk
5771a594,What is the biggest-budget movie in the history of cinema?,Pirates of the Caribbean: On Stranger Tides,Avatar,Avengers: Endgame,Pirates of the Caribbean: On Stranger Tides,Justice League,Star Wars: The Rise of Skywalker
7dbdd31c,What has been the most expensive movie to be directed by James Cameron?,Titanic,Avatar,Titanic,Terminator 2: Judgment Day,Aliens,The Abyss
f35db250,"Who has sold more total albums, Pink Floyd or Led Zeppelin?",Led Zeppelin,Led Zeppelin,Pink Floyd,Led Zeppelin,Pink Floyd,Led Zeppelin
e17a37d3,"Which album spent more weeks at number one on the Billboard Charts, Rumours by Fleetwood Mac or 21 by Adele?",Rumours by Fleetwood Mac,Rumours by Fleetwood Mac,21 by Adele,Rumours by Fleetwood Mac,21 by Adele,Rumours by Fleetwood Mac
e2feb908,"Which band is older, Aerosmith or Van Halen?",Aerosmith,Aerosmith,Van Halen,Aerosmith,Van Halen,Aerosmith
ff4d13b1,"Which album has more songs, Slippery When Wet or Back in Black?",Slippery When Wet,Slippery When Wet,Back in Black,Slippery When Wet,Back in Black,Slippery When Wet
6d4a2474,"Who is older, Steven Tyler or Mick Jagger?",Mick Jagger,Mick Jagger,Steven Tyler,,,
633eebef,"Which band is older, The Buggles or The Beatles?",The Beatles,The Beatles,The Buggles,The Beatles,The Buggles,The Beatles
3932a7fd,"Who's older, Lady Gaga or Beyoncé?",Beyonce,Lady Gaga,Beyoncé,,,
5b52aca8,"Who is older, Nick Jonas or Joe Jonas?",Joe Jonas,Nick Jonas,Joe Jonas,,,
fe534b8c,"Who sang for AC/DC longer, Bon Scott or Brian Johnson?",Brian Johnson,Bon Scott,Brian Johnson,,,
ceb81b90,"Who is younger, Taylor or Isaac Hanson?",Taylor Hanson,Taylor Hanson,Isaac Hanson,,,
51c96e6b,"Which Dr. Dre album came out first, The Chronic or 2001?",The Chronic,The Chronic,2001,,,
c04a8bf1,"Who is older, Mick Jagger or Rod Stewart?",Mick Jagger,Mick Jagger,Rod Stewart,Mick Jagger,Rod Stewart,Mick Jagger
ba6fea6d,"Who is younger, Billie Eilish or Olivia Rodrigo?",Olivia Rodrigo,Billie Eilish,Olivia Rodrigo,,,
d08dd810,"Which Pink Floyd album had more songs, The Dark Side of the Moon or The Wall?",The Wall,The Wall,The Dark Side of the Moon,The Wall,The Dark Side of the Moon,The Wall
62016dcf,"Which Eminem album had fewer songs, Recovery or The Marshall Mathers LP?",Recovery,Recovery,The Marshall Mathers LP,,,
30c18c56,"Which Eminem album had fewer songs, Recovery or The Eminem Show?",Recovery,Recovery,The Eminem Show,Recovery,The Eminem Show,Recovery
38a4870f,"In terms of units sold, did Jay-Z's ""Vol. 2: Hard Knock Life"" or ""Kingdom Come"" sell more?",Vol. 2: Hard Knock Life,"""Vol. 2: Hard Knock Life""","""Kingdom Come""",Jay-Z,Music industry,United States
cbdd1950,Is Kanye West or Drake older in age?,Kanye West,Kanye West,Drake,,,
ee4c9b21,"Who is older, Lana Del Rey or Adele?",Lana Del Ray,Lana Del Rey,Adele,,,
92677264,"Who has more Grammys, Lady Gaga or Britney Spears?",Lady Gaga,Lady Gaga,Britney Spears,Adele,Beyoncé,Taylor Swift
22bad0ea,"Who has more Grammys, Beyoncé or Adele?",Beyonce,Beyoncé,Adele,Beyoncé and Adele have the same number of Grammys,I don't know,Other
b01872c6,"Who is older, Jennifer Lopez or Beyoncé?",Jennifer Lopez,Jennifer Lopez,Beyoncé,,,
94aec569,"Who came out with an album first, Eazy-E or Dr. Dre?",Eazy-E,Eazy-E,Dr. Dre,Eazy-E,Dr. Dre,Eazy-E
f6a2ca21,"Which Tool album had more songs, Opiate or Undertow?",Undertow,Undertow,Opiate,,,
8d8684d3,"Which Tool album came out first, Lateralus or 10,000 Days?",Lateralus,Lateralus,"10,000 Days",,,
02466278,"Who is taller, Mick Jagger or Angus Young?",Mick Jagger,Mick Jagger,Angus Young,Mick Jagger,Angus Young,Mick Jagger
11dfe533,"Who is older, Taylor Swift or Katy Perry?",Katy Perry,Taylor Swift,Katy Perry,Not sure,Both are the same age,No information available
99af8cd6,"Who is older, Beyoncé or Cardi B?",Beyonce,Beyoncé,Cardi B,Unknown,Beyoncé and Cardi B are the same age,Not applicable
418131f1,"Who is older, Jay-Z or Dr. Dre?",Dr Dre,Jay-Z,Dr. Dre,Jay-Z,Dr. Dre,Jay-Z
245084db,"Who is older, 50 Cent or Eminem?",Eminem,50 Cent,Eminem,,,
5f43b622,"Who is older, Britney Spears or Christina Aguilera?",christina aguilera,Britney Spears,Christina Aguilera,,,
4a8fe0b8,"Who is older, Snoop Dogg or Fat Joe?",Fat Joe,Snoop Dogg,Fat Joe,,,
c31ce7a9,"Who is older, Jay Z or Kanye West?",Jay Z,Jay Z,Kanye West,Jay Z,Kanye West,Jay Z
80b92c74,Which Michael Jackson song came out after his death?,This is it,"""Love Never Felt So Good""","""Hold My Hand""","""Xscape""","""A Place with No Name""","""Slave to the Rhythm"""
85c51be3,"Who has more awards, Beyoncé or Taylor swift?",Beyonce,Beyoncé,Taylor Swift,Adele,Rihanna,Lady Gaga
6e2fec11,"Who is older, Nicki Minaj or Iggy Azalea?",Nicki Minaj,Nicki Minaj,Iggy Azalea,I don't know,Nicki Minaj and Iggy Azalea are the same age.,Other
7655b908,"Who is older, Jay-Z or Eminem?",Jay Z,Jay-Z,Eminem,Jay-Z,Eminem,Jay-Z
2eb7a3cf,"Who had more Grammy Awards 2019 nominations, Drake or Kendrick Lamar?",Kendrick Lamar,Drake,Kendrick Lamar,,,
f0b960d7,"Which Britney Spears song sold more copies, Baby One More Time or Womanizer?",Baby One More Time,Baby One More Time,Womanizer,,,
c0977aea,"Which of Beyoncé's albums has sold the most copies worldwide, I Am... Sasha Fierce or Lemonade?",I Am... Sasha Fierce,Lemonade,I Am... Sasha Fierce,,,
b905c8b8,"Which of Beyoncé's live albums was released earlier, Live at Wembley or The Beyoncé Experience Live?",Live at Wembley,Live at Wembley,The Beyoncé Experience Live,,,
7eb0dc92,"Which Beyoncé album sold more copies, Homecoming: The Live Album or The Lion King: The Gift?",Homecoming: The Live Album,Homecoming: The Live Album,The Lion King: The Gift,Homecoming: The Live Album,Homecoming: The Live Album,The Lion King: The Gift
53fb6131,"Who is older, Jay-Z or Kanye West?",Jay-Z,Jay-Z,Kanye West,,,
4e6ef060,"Who is older, Chris Brown or Rihanna?",Rihanna,Chris Brown,Rihanna,,,
04f44474,"Who is older, Usher or R. Kelly?",R. Kelly,Usher,R. Kelly,Unknown,Usher and R. Kelly are the same age,Not applicable
a496b6d5,"Which U2 album had more songs, Joshua Tree or Achtung Baby?",Achtung Baby,Joshua Tree,Achtung Baby,Joshua Tree,Achtung Baby,Joshua Tree
0c40d352,"Who is older, Sting or Bono?",Sting,Sting,Bono,Unknown,Same age,Not specified
e03757ab,"Which band had more top ten hits, The Beatles or The Rolling Stones?",The Beatles,The Beatles,The Rolling Stones,The Beatles,The Beatles,The Rolling Stones
75615d33,"Who is older, Taylor Swift or Madonna?",Madonna,Madonna,Taylor Swift,,,
35dc92e5,"Who is older, Ringo Starr or James Blunt?",Ringo Starr,Ringo Starr,James Blunt,Ringo Starr,James Blunt,Ringo Starr
21de5e10,"Who has more number one hits, NSYNC or Backstreet Boys?",Nsync,Backstreet Boys,NSYNC,Backstreet Boys,NSYNC,Backstreet Boys
d0e5b52a,"Who has sold more records, NSYNC or Backstreet Boys?",Backstreet Boys,Backstreet Boys,NSYNC,Backstreet Boys,NSYNC,Backstreet Boys
8e8b341e,"Who has sold more albums, The Weeknd or Drake?",Drake,Drake,The Weeknd,Drake,The Weeknd,Drake
865e66bd,"Who has more number one Billboard hits, The Weeknd or Drake?",Drake,Drake,The Weeknd,Drake,Drake,Drake
c19db7b3,"Who has played music for longer, Tool or Pink Floyd?",Pink Floyd,Pink Floyd,Tool,Pink Floyd,Tool,Pink Floyd
9c13fbe6,"Who has won more Grammy Awards, Korn or Tool?",Tool,Tool,Tool,Tool,Tool,Tool
41beeed0,"Which Weezer album had more songs, Maladroit or Red album?",Maladroit,Maladroit,Red album,Maladroit,Red album,Maladroit
2375ec0a,"Which Limp Bizkit album had more songs, Gold Cobra or Significant Other?",Significant Other,Gold Cobra,Significant Other,,,
7d5a4904,"Who is older, Beyoncé or Rihanna?",Beyonce,Beyoncé,Rihanna,Unknown,Beyoncé and Rihanna are the same age,Not applicable
a10dde84,"Who is younger, Jay-Z or Eminem?",Eminem,Jay-Z,Eminem,,,
c41d923a,"Which Taylor Swift album had more songs, Red or Lover?",Lover,Red,Lover,,,
e8793b93,Was Beat It or Billie Jean released first?,Billie Jean,Beat It,Billie Jean,,,
c447a092,"Who won more Grammys, Elvis or Bruce Springsteen?",Bruce Sprinsteen,Elvis Presley,Bruce Springsteen,,,
e14f77ec,"Who was inducted into the Rock and Roll Hall of Fame, Aretha Franklin or Billie Eilish?",Aretha Frankin,Aretha Franklin,Billie Eilish,Aretha Franklin,Aretha Franklin,Billie Eilish
044711d0,Which Huey Lewis and The News album was their biggest hit?,Sports,Sports,Fore!,Picture This,Small World,Hard at Play
1a845fa0,"Which band has been around longer, The Rolling Stones or Fleetwood Mac?",The Rolling Stones,The Rolling Stones,Fleetwood Mac,The Rolling Stones,Fleetwood Mac,The Rolling Stones
da527baf,"Which Nirvana album came out first, Nevermind or Bleach?",Bleach,Bleach,Nevermind,,,
35371149,"Which Weezer album came out first, the Green Album or Red Album?",Green Album,Green Album,Red Album,,,
345e7dd4,"Who was born first, Kurt Cobain or Eddie Vedder?",Eddie Vedder,Kurt Cobain,Eddie Vedder,,,
8e56bbb4,"Who died first, Biggie Smalls or Tupac Shakur?",Tupac Shakur,Tupac Shakur,Biggie Smalls,Not sure,Both died around the same time,Other
ee6b80a6,"Who has made more albums, Miley Cyrus or Britney Spears?",Britney Spears,Miley Cyrus,Britney Spears,Miley Cyrus,Britney Spears,Miley Cyrus
c31a3c9f,"Who has more Grammys, Adele or Garth Brooks?",Adele,Adele,Garth Brooks,Adele,Garth Brooks,Adele
f93936c9,Who is younger Selena Gomez or Ariana Grande?,Ariana Grande,Selena Gomez,Ariana Grande,,,
5f55d2ca,"Who has released more studio albums, Taylor Swift or Miley Cyrus?",Taylor Swift,Taylor Swift,Miley Cyrus,Taylor Swift,Taylor Swift,Miley Cyrus
2bb70689,"Who is taller, Pink or Lady Gaga?",Pink,Pink,Lady Gaga,Neither,Both are the same height,Unknown
cf42f3e3,"Who sold more records, Beyoncé or Katy Perry?",Katy Perry,Beyoncé,Katy Perry,Beyoncé,Katy Perry,Beyoncé
aec2bea4,"Which Beatles album sold more, Abbey Road or Rubber Soul?",Rubber Soul,Abbey Road,Rubber Soul,,,
00c5a6c8,"Which band has more members, ABBA or BTS?",BTS,BTS,ABBA,BTS,BTS,ABBA
29878775,"Which came out first, Katy Perry's Dark Horse or Taylor Swift's Shake it Off?",Katy Perry's Dark Horse,Katy Perry's Dark Horse,Taylor Swift's Shake it Off,Katy Perry's Dark Horse,Taylor Swift's Shake it Off,Katy Perry's Dark Horse
a5e32cc3,Who is older Bob Dylan or Eric Clapton?,Bob Dylan,Bob Dylan,Eric Clapton,Unknown,Bob Dylan and Eric Clapton are the same age,Not specified
f935d888,"Who is older, Billy Idol or Boy George?",Billy Idol,Billy Idol,Boy George,Unknown,Billy Idol is older,Boy George is older
cceafa39,"Which Taylor Swift album had more songs, Red or 1989?",Red,Red,1989,Red,1989,Red
eec8dac8,"Who is older, George Strait or Randy Travis?",George Strait,George Strait,Randy Travis,,,
564b3457,"Who is older, Kid Rock or Ozzy Osbourne?",Ozzy Osbourne,Ozzy Osbourne,Kid Rock,Ozzy Osbourne,Kid Rock,Ozzy Osbourne
a74e2260,"Who is older, Justin Bieber or Britney Spears?",Britney Spears,Britney Spears,Justin Bieber,Britney Spears,Justin Bieber,Britney Spears
a5614303,"Who is older, Kanye West or Snoop Dogg?",Snoop Dogg,Snoop Dogg,Kanye West,Snoop Dogg,Kanye West,Snoop Dogg
66dfead6,"Which was the better selling Rolling Stones album, Some Girls or Tattoo You?",Some Girls,Some Girls,Tattoo You,,,
1ef6bc76,"Which was the better selling Rolling Stones album, Aftermath or Beggars Banquet?",Aftermath,Aftermath,Beggars Banquet,Sticky Fingers,Let It Bleed,Exile on Main St.
a6c2dbc2,"Which album sold more copies, Thriller or Back in Black?",Thriller,Thriller,Back in Black,Thriller,Thriller,Back in Black
62222239,"Which album sold more copies, Hotel California or The Dark Side of the Moon?",The Dark Side of the Moon,Hotel California,The Dark Side of the Moon,Hotel California,The Dark Side of the Moon,The Dark Side of the Moon
8c6e2fc7,"Who is older, Paul McCartney or Keith Richards?",Paul McCartney,Paul McCartney,Keith Richards,Paul McCartney,Keith Richards,Paul McCartney
f4b723e1,Which of the original members of Destiny's Child are no longer with the group?,Latoya Luckett and Latavia Roberson,LaTavia Roberson,LeToya Luckett,Farrah Franklin,LaTavia Roberson ,LeToya Luckett
6d15b1ed,"Which original member of Earth, Wind and Fire is not alive?",Maurice White,Maurice White,Charles Stepney,Wade Flemons,Sherry Scott,Michael Beal
9d2cc870,What was the first concert in which Lauren Hill did not show up on time?,2010 Rock the Bells Festival,Coachella Music Festival,Glastonbury Festival,Essence Music Festival,Bonnaroo Music & Arts Festival,Lollapalooza
ea34f216,Which Grammy Award was All of Me nominated for but did not win?,Best Pop Solo Performance,Record of the Year,Song of the Year,Best Pop Solo Performance,Best Music Video,Best R&B Song
0c6f2093,Which Amon Amarth albums did Fredrik Andersson not perform as the drummer?,"Once Sent from the Golden Hall, Jomsviking, Berserker",Once Sent from the Golden Hall,The Avenger,The Crusher,Versus the World,With Oden on Our Side
e2760da1,Which member of The Beatles was not one of the original members?,Ringo Starr,Ringo Starr,George Harrison,John Lennon,Paul McCartney,Pete Best
57d6e3d9,Which Grammy Award was Wide Awake by Katy Perry nominated for but did not win?,Best Pop Solo Performance,Record of the Year,Song of the Year,Best Pop Solo Performance,Best Music Video,Best Pop Vocal Album
26d6d309,Which member of The Police was not British?,Stewart Copeland,Stewart Copeland,Andy Summers,Sting,Henry Padovani,Chris Botti
a5e6c367,Which member of Def Leppard does not have two arms?,Rick Allen,Rick Allen,Joe Elliott,Phil Collen,Vivian Campbell,Rick Savage
